resourceId,timeBucket,cpuAvgPct,cpuMaxPct,memoryAvgPct,memoryMaxPct,networkInBytes,networkOutBytes
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-18T10:00:00Z,42.09,47.09,52.09,57.09,5581,8384
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-18T11:00:00Z,28.6,33.6,38.6,43.6,3148,4744
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-18T12:00:00Z,41.28,46.28,51.28,56.28,5422,4863
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-18T13:00:00Z,36.11,41.11,46.11,51.11,7240,4212
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-18T14:00:00Z,27.92,32.92,37.92,42.92,3450,8749
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-18T15:00:00Z,41.11,46.11,51.11,56.11,3893,7906
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-18T16:00:00Z,34.99,39.99,44.99,49.99,9470,9748
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-18T17:00:00Z,39.41,44.41,49.41,54.41,8972,5915
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-18T18:00:00Z,30.02,35.02,40.02,45.02,1781,7527
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-18T19:00:00Z,26.98,31.98,36.98,41.98,3676,1983
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-18T20:00:00Z,1.65,6.65,11.65,16.65,5166,8807
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-18T21:00:00Z,3.52,8.52,13.52,18.52,2577,8370
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-18T22:00:00Z,3.23,8.23,13.23,18.23,5256,6914
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-18T23:00:00Z,2.08,7.08,12.08,17.08,5222,6638
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T00:00:00Z,1.06,6.06,11.06,16.06,2986,6752
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T01:00:00Z,3.6,8.6,13.6,18.6,4259,9821
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T02:00:00Z,1.52,6.52,11.52,16.52,5663,6818
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T03:00:00Z,1.98,6.98,11.98,16.98,9363,8987
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T04:00:00Z,3.32,8.32,13.32,18.32,8322,2284
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T05:00:00Z,2.14,7.14,12.14,17.14,5694,8598
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T06:00:00Z,2.9,7.9,12.9,17.9,3373,3745
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T07:00:00Z,37.81,42.81,47.81,52.81,6527,7911
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T08:00:00Z,37.63,42.63,47.63,52.63,7631,2168
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T09:00:00Z,26.58,31.58,36.58,41.58,6629,4739
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T10:00:00Z,31.27,36.27,41.27,46.27,5773,5382
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T11:00:00Z,37.11,42.11,47.11,52.11,7479,5444
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T12:00:00Z,42.75,47.75,52.75,57.75,6950,9535
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T13:00:00Z,44.31,49.31,54.31,59.31,7782,3741
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T14:00:00Z,28.68,33.68,38.68,43.68,1378,3048
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T15:00:00Z,39.56,44.56,49.56,54.56,5122,2311
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T16:00:00Z,29.21,34.21,39.21,44.21,7505,2687
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T17:00:00Z,26.91,31.91,36.91,41.91,8752,9985
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T18:00:00Z,26.08,31.08,36.08,41.08,7504,9584
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T19:00:00Z,40.3,45.3,50.3,55.3,2363,2702
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T20:00:00Z,1.79,6.79,11.79,16.79,3544,2381
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T21:00:00Z,2.96,7.96,12.96,17.96,7387,6068
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T22:00:00Z,1.69,6.69,11.69,16.69,5655,8260
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-19T23:00:00Z,2.88,7.88,12.88,17.88,3150,9630
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T00:00:00Z,3.52,8.52,13.52,18.52,1468,1575
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T01:00:00Z,2.99,7.99,12.99,17.99,6328,8801
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T02:00:00Z,2.4,7.4,12.4,17.4,9856,5463
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T03:00:00Z,2.65,7.65,12.65,17.65,3213,9835
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T04:00:00Z,1.53,6.53,11.53,16.53,8480,8126
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T05:00:00Z,2.57,7.57,12.57,17.57,9745,6073
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T06:00:00Z,3.73,8.73,13.73,18.73,8891,9841
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T07:00:00Z,29.54,34.54,39.54,44.54,2467,8239
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T08:00:00Z,31.16,36.16,41.16,46.16,7753,5256
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T09:00:00Z,28.11,33.11,38.11,43.11,1172,1001
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T10:00:00Z,35.47,40.47,45.47,50.47,3233,6634
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T11:00:00Z,30.74,35.74,40.74,45.74,9767,1136
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T12:00:00Z,38.76,43.76,48.76,53.76,9059,8816
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T13:00:00Z,30.99,35.99,40.99,45.99,8052,5799
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T14:00:00Z,36.94,41.94,46.94,51.94,1118,9981
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T15:00:00Z,32.47,37.47,42.47,47.47,7745,8161
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T16:00:00Z,32.9,37.9,42.9,47.9,3675,7385
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T17:00:00Z,41.57,46.57,51.57,56.57,4614,5308
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T18:00:00Z,26.58,31.58,36.58,41.58,4924,9464
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T19:00:00Z,40.29,45.29,50.29,55.29,5454,5664
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T20:00:00Z,2.95,7.95,12.95,17.95,9715,5404
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T21:00:00Z,2.24,7.24,12.24,17.24,2121,3988
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T22:00:00Z,1.41,6.41,11.41,16.41,2808,8460
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-20T23:00:00Z,2.85,7.85,12.85,17.85,5458,9060
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T00:00:00Z,1.56,6.56,11.56,16.56,1317,3492
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T01:00:00Z,1.15,6.15,11.15,16.15,9764,1362
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T02:00:00Z,1.56,6.56,11.56,16.56,2675,5622
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T03:00:00Z,1.81,6.81,11.81,16.81,8183,1134
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T04:00:00Z,1.7,6.7,11.7,16.7,3468,1241
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T05:00:00Z,2.48,7.48,12.48,17.48,6601,7885
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T06:00:00Z,1.93,6.93,11.93,16.93,9165,7084
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T07:00:00Z,2.39,7.39,12.39,17.39,1519,6410
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T08:00:00Z,1.24,6.24,11.24,16.24,3393,1918
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T09:00:00Z,1.8,6.8,11.8,16.8,7429,2169
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T10:00:00Z,2.63,7.63,12.63,17.63,3975,4148
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T11:00:00Z,3.69,8.69,13.69,18.69,5097,7251
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T12:00:00Z,3.48,8.48,13.48,18.48,2998,5078
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T13:00:00Z,2.15,7.15,12.15,17.15,8257,5049
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T14:00:00Z,3.21,8.21,13.21,18.21,1549,4263
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T15:00:00Z,2.38,7.38,12.38,17.38,2539,9538
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T16:00:00Z,3.0,8.0,13.0,18.0,4415,8746
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T17:00:00Z,2.17,7.17,12.17,17.17,6113,6293
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T18:00:00Z,1.48,6.48,11.48,16.48,1691,9534
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T19:00:00Z,1.37,6.37,11.37,16.37,8884,5895
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T20:00:00Z,1.6,6.6,11.6,16.6,1853,4568
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T21:00:00Z,3.92,8.92,13.92,18.92,4866,8113
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T22:00:00Z,1.97,6.97,11.97,16.97,3742,5523
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-21T23:00:00Z,2.75,7.75,12.75,17.75,7484,4982
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T00:00:00Z,1.03,6.03,11.03,16.03,1688,8786
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T01:00:00Z,3.07,8.07,13.07,18.07,3539,7084
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T02:00:00Z,3.31,8.31,13.31,18.31,5075,3583
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T03:00:00Z,2.5,7.5,12.5,17.5,6544,1983
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T04:00:00Z,1.18,6.18,11.18,16.18,3521,9787
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T05:00:00Z,3.37,8.37,13.37,18.37,3061,8992
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T06:00:00Z,1.7,6.7,11.7,16.7,6690,8187
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T07:00:00Z,3.2,8.2,13.2,18.2,1349,7189
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T08:00:00Z,2.07,7.07,12.07,17.07,3207,5107
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T09:00:00Z,3.7,8.7,13.7,18.7,8951,8168
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T10:00:00Z,2.68,7.68,12.68,17.68,9892,9029
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T11:00:00Z,1.57,6.57,11.57,16.57,4057,9906
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T12:00:00Z,2.04,7.04,12.04,17.04,8674,5510
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T13:00:00Z,3.6,8.6,13.6,18.6,3627,2128
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T14:00:00Z,2.59,7.59,12.59,17.59,8362,5844
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T15:00:00Z,3.46,8.46,13.46,18.46,9873,7014
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T16:00:00Z,2.36,7.36,12.36,17.36,9289,7210
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T17:00:00Z,3.2,8.2,13.2,18.2,1306,6965
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T18:00:00Z,3.33,8.33,13.33,18.33,4912,6254
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T19:00:00Z,3.16,8.16,13.16,18.16,9830,7348
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T20:00:00Z,1.57,6.57,11.57,16.57,9151,3525
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T21:00:00Z,2.84,7.84,12.84,17.84,6285,7714
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T22:00:00Z,2.92,7.92,12.92,17.92,2809,2577
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-22T23:00:00Z,2.57,7.57,12.57,17.57,2092,1717
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-23T00:00:00Z,3.51,8.51,13.51,18.51,3126,3926
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-23T01:00:00Z,3.62,8.62,13.62,18.62,4310,2753
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-23T02:00:00Z,2.46,7.46,12.46,17.46,2617,1521
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-23T03:00:00Z,2.71,7.71,12.71,17.71,7366,9026
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-23T04:00:00Z,2.58,7.58,12.58,17.58,5193,1804
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-23T05:00:00Z,2.1,7.1,12.1,17.1,2161,1214
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-23T06:00:00Z,3.79,8.79,13.79,18.79,4419,9051
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-23T07:00:00Z,43.57,48.57,53.57,58.57,2310,8668
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-23T08:00:00Z,41.02,46.02,51.02,56.02,1994,6913
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-23T09:00:00Z,36.16,41.16,46.16,51.16,7814,7046
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-23T10:00:00Z,40.88,45.88,50.88,55.88,1955,5355
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-23T11:00:00Z,35.58,40.58,45.58,50.58,2153,5979
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-23T12:00:00Z,26.56,31.56,36.56,41.56,4537,9511
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-23T13:00:00Z,26.94,31.94,36.94,41.94,4784,9710
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-23T14:00:00Z,32.71,37.71,42.71,47.71,4164,9621
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,2026-03-23T15:00:00Z,38.14,43.14,48.14,53.14,3931,7802
